,state,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),PARTY,PRES PARTY,GENERAL %,GE WINNER INDICATOR,year,white,black,native,asian,hispanic,male,female,0,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
660,NM,S8NM00184,,Tom,Udall,D,O,61.33%,W,2008,846422,40201,178470,29004,916565,992084,1018578,29383,114855,136296,139938,151343,141128,136330,120107,123684,128457,147252,143585,132123,107807,81451,62684,49102,35220,29917
661,NM,S0NM00041,,Stevan E.,Pearce,R,O,38.67%,,2008,846422,40201,178470,29004,916565,992084,1018578,29383,114855,136296,139938,151343,141128,136330,120107,123684,128457,147252,143585,132123,107807,81451,62684,49102,35220,29917
662,OK,S4OK00083,(I),Jim,Inhofe,R,O,56.68%,W,2008,2661632,295069,341561,69991,300723,1814205,1854771,53601,204215,250053,247181,266021,268392,257363,226970,232049,232854,265234,257970,225193,191645,149765,118030,93628,69202,59610
663,OK,S8OK00233,,Andrew,Rice,D,O,39.18%,,2008,2661632,295069,341561,69991,300723,1814205,1854771,53601,204215,250053,247181,266021,268392,257363,226970,232049,232854,265234,257970,225193,191645,149765,118030,93628,69202,59610
664,OK,S8OK00225,,Stephen P.,Wallace,I,O,4.14%,,2008,2661632,295069,341561,69991,300723,1814205,1854771,53601,204215,250053,247181,266021,268392,257363,226970,232049,232854,265234,257970,225193,191645,149765,118030,93628,69202,59610
665,OR,S8OR00207,,Jeff,Merkley,D,O,48.90%,W,2008,3054044,79197,52064,161590,421853,1865213,1903535,47701,188352,234517,241418,259067,251488,261300,248520,256332,246407,269362,279624,263725,212891,154265,112897,91390,75513,73979
666,OR,S6OR00094,(I),Gordon H.,Smith,R,O,45.55%,,2008,3054044,79197,52064,161590,421853,1865213,1903535,47701,188352,234517,241418,259067,251488,261300,248520,256332,246407,269362,279624,263725,212891,154265,112897,91390,75513,73979
667,OR,S4OR00149,,David,Brownlow,CON,O,5.24%,,2008,3054044,79197,52064,161590,421853,1865213,1903535,47701,188352,234517,241418,259067,251488,261300,248520,256332,246407,269362,279624,263725,212891,154265,112897,91390,75513,73979
668,RI,S6RI00163,(I),John F.,Reed,D,O,73.07%,W,2008,830729,62657,5347,32079,124191,509591,545412,11796,47285,60974,65974,82103,80076,66627,60561,68863,76560,82860,79247,67195,55180,39768,30647,28076,25528,25683
669,RI,S2RI00063,,Robert G.,Tingle,R,O,26.47%,,2008,830729,62657,5347,32079,124191,509591,545412,11796,47285,60974,65974,82103,80076,66627,60561,68863,76560,82860,79247,67195,55180,39768,30647,28076,25528,25683
670,RI,,,,The Jockey,W,O,0.18%,,2008,830729,62657,5347,32079,124191,509591,545412,11796,47285,60974,65974,82103,80076,66627,60561,68863,76560,82860,79247,67195,55180,39768,30647,28076,25528,25683
671,SC,S0SC00149,(I),Lindsey,Graham,R,O,57.52%,W,2008,2949607,1287693,17816,61856,212024,2203949,2325047,63320,236411,290385,293622,333269,319659,302815,277774,304406,311670,329178,318795,293738,256976,197044,145779,109312,78248,66595
672,SC,S8SC00126,,Bob,Conley,D,O,42.25%,,2008,2949607,1287693,17816,61856,212024,2203949,2325047,63320,236411,290385,293622,333269,319659,302815,277774,304406,311670,329178,318795,293738,256976,197044,145779,109312,78248,66595
673,SD,S6SD00051,(I),Tim,Johnson,D,O,62.49%,W,2008,688768,11137,70883,7559,20777,398888,400236,11750,45995,53643,53906,58793,57993,52928,46577,46126,49405,58902,58380,51239,39612,30156,24886,22147,18175,18511
674,SD,S8SD00107,,Joel,Dykstra,R,O,37.51%,,2008,688768,11137,70883,7559,20777,398888,400236,11750,45995,53643,53906,58793,57993,52928,46577,46126,49405,58902,58380,51239,39612,30156,24886,22147,18175,18511
675,TN,S2TN00058,(I),Lamar,Alexander,R,O,65.14%,W,2008,4815428,1057177,17604,94639,262563,3044296,3203115,84037,322932,410143,415822,437444,413168,422783,393482,434884,440567,465046,449052,400756,340299,262563,197317,152105,110739,94272
676,TN,S8TN00238,,Robert D.,Tuke,D,O,31.64%,,2008,4815428,1057177,17604,94639,262563,3044296,3203115,84037,322932,410143,415822,437444,413168,422783,393482,434884,440567,465046,449052,400756,340299,262563,197317,152105,110739,94272
677,TN,S8TN00295,,Edward L.,Buck,I,O,1.30%,,2008,4815428,1057177,17604,94639,262563,3044296,3203115,84037,322932,410143,415822,437444,413168,422783,393482,434884,440567,465046,449052,400756,340299,262563,197317,152105,110739,94272
678,TX,S2TX00106,(I),John,Cornyn,R,O,54.82%,W,2008,11484467,2864352,90055,942865,8927300,12059103,12249936,389296,1528319,1823831,1821807,1846558,1777634,1810114,1685788,1748350,1677080,1739074,1597310,1336272,1063618,779327,593305,466994,338651,285711
679,TX,S8TX00202,,Richard J. (Rick),Noriega,D,O,42.84%,,2008,11484467,2864352,90055,942865,8927300,12059103,12249936,389296,1528319,1823831,1821807,1846558,1777634,1810114,1685788,1748350,1677080,1739074,1597310,1336272,1063618,779327,593305,466994,338651,285711
680,TX,S8TX00251,,Yvonne Adams,Schick,LBT,O,2.34%,,2008,11484467,2864352,90055,942865,8927300,12059103,12249936,389296,1528319,1823831,1821807,1846558,1777634,1810114,1685788,1748350,1677080,1739074,1597310,1336272,1063618,779327,593305,466994,338651,285711
681,VA,S6VA00093,,Mark R.,Warner,D,O,65.03%,W,2008,5238048,1552874,23227,443678,575669,3844513,3988983,103442,405772,495406,508988,553537,563806,544850,506336,556194,582073,614208,571798,491619,405093,296792,217536,172534,129704,113808
682,VA,S8VA00255,,Jim,Gilmore,R,O,33.73%,,2008,5238048,1552874,23227,443678,575669,3844513,3988983,103442,405772,495406,508988,553537,563806,544850,506336,556194,582073,614208,571798,491619,405093,296792,217536,172534,129704,113808
683,VA,S6VA00135,,Glenda Gail,Parker,IGR,O,0.60%,,2008,5238048,1552874,23227,443678,575669,3844513,3988983,103442,405772,495406,508988,553537,563806,544850,506336,556194,582073,614208,571798,491619,405093,296792,217536,172534,129704,113808
684,VA,S8VA00271,,William B.,Redpath,LBT,O,0.56%,,2008,5238048,1552874,23227,443678,575669,3844513,3988983,103442,405772,495406,508988,553537,563806,544850,506336,556194,582073,614208,571798,491619,405093,296792,217536,172534,129704,113808
685,WV,S4WV00027,(I),Jay,Rockefeller,D,O,63.73%,W,2008,1734727,67289,3715,13364,21215,905399,934911,22206,82760,105427,109047,121453,115487,111645,108886,119417,123320,135640,143211,137447,112450,88179,69894,55888,43628,34325
686,WV,S8WV00093,,Jay,Wolfe,R,O,36.26%,,2008,1734727,67289,3715,13364,21215,905399,934911,22206,82760,105427,109047,121453,115487,111645,108886,119417,123320,135640,143211,137447,112450,88179,69894,55888,43628,34325
687,WV,n/a,,"John R. ""Rick""",Bartlett,W,O,0.01%,,2008,1734727,67289,3715,13364,21215,905399,934911,22206,82760,105427,109047,121453,115487,111645,108886,119417,123320,135640,143211,137447,112450,88179,69894,55888,43628,34325
688,WY,S6WY00126,(I),Mike,Enzi,R,O,75.63%,W,2008,477275,5571,12501,4747,45949,278061,267982,7970,30207,35372,35210,38839,40892,38737,32703,33394,33396,41106,43873,38317,29349,21158,15808,12458,9103,8151
689,WY,S8WY00155,,Nick,Carter,D,O,26.53%,,2008,477275,5571,12501,4747,45949,278061,267982,7970,30207,35372,35210,38839,40892,38737,32703,33394,33396,41106,43873,38317,29349,21158,15808,12458,9103,8151
690,AZ,S4AZ00030,(I),Jon,Kyl,R,R,53.34%,W,2006,3671941,226891,262858,165488,1701963,3003007,3026134,94201,365546,417038,433201,435349,421518,441876,396538,408786,417023,411281,373257,350991,282272,232855,191110,156984,112528,86787
691,AZ,S6AZ00142,,Jim,Pederson,D,R,43.50%,,2006,3671941,226891,262858,165488,1701963,3003007,3026134,94201,365546,417038,433201,435349,421518,441876,396538,408786,417023,411281,373257,350991,282272,232855,191110,156984,112528,86787
692,AZ,S6AZ00175,,Richard,Mack,LBT,R,3.16%,,2006,3671941,226891,262858,165488,1701963,3003007,3026134,94201,365546,417038,433201,435349,421518,441876,396538,408786,417023,411281,373257,350991,282272,232855,191110,156984,112528,86787
693,AZ,S6AZ00183,,Stephen the Penny Man,Baker,W,R,0.00%,,2006,3671941,226891,262858,165488,1701963,3003007,3026134,94201,365546,417038,433201,435349,421518,441876,396538,408786,417023,411281,373257,350991,282272,232855,191110,156984,112528,86787
694,CA,S0CA00199,(I),Dianne,Feinstein,D,R,59.43%,W,2006,15819429,2347553,214286,4763829,12876105,17923731,18097471,520189,2019232,2408374,2734680,2743849,2645442,2657935,2512058,2689290,2719455,2658317,2351923,2037929,1449951,1099377,893496,765946,600752,513007
695,CA,S6CA00501,,"Richard ""Dick""",Mountjoy,R,R,35.02%,,2006,15819429,2347553,214286,4763829,12876105,17923731,18097471,520189,2019232,2408374,2734680,2743849,2645442,2657935,2512058,2689290,2719455,2658317,2351923,2037929,1449951,1099377,893496,765946,600752,513007
696,CA,S6CA00485,,Todd,Chretien,GRE,R,1.72%,,2006,15819429,2347553,214286,4763829,12876105,17923731,18097471,520189,2019232,2408374,2734680,2743849,2645442,2657935,2512058,2689290,2719455,2658317,2351923,2037929,1449951,1099377,893496,765946,600752,513007
697,CA,S6CA00550,,Michael S.,Metti,LBT,R,1.57%,,2006,15819429,2347553,214286,4763829,12876105,17923731,18097471,520189,2019232,2408374,2734680,2743849,2645442,2657935,2512058,2689290,2719455,2658317,2351923,2037929,1449951,1099377,893496,765946,600752,513007
698,CA,S4CA00357,,Marsha,Feinland,PAF,R,1.38%,,2006,15819429,2347553,214286,4763829,12876105,17923731,18097471,520189,2019232,2408374,2734680,2743849,2645442,2657935,2512058,2689290,2719455,2658317,2351923,2037929,1449951,1099377,893496,765946,600752,513007
699,CA,S4CA00332,,Don J.,Grundmann,AIP,R,0.88%,,2006,15819429,2347553,214286,4763829,12876105,17923731,18097471,520189,2019232,2408374,2734680,2743849,2645442,2657935,2512058,2689290,2719455,2658317,2351923,2037929,1449951,1099377,893496,765946,600752,513007
700,CA,,,Jeffrey,Mackler,W,R,0.00%,,2006,15819429,2347553,214286,4763829,12876105,17923731,18097471,520189,2019232,2408374,2734680,2743849,2645442,2657935,2512058,2689290,2719455,2658317,2351923,2037929,1449951,1099377,893496,765946,600752,513007
701,CT,S8CT00022,(I),Joseph,Lieberman,D,R,49.71%,W,2006,2628177,342097,9215,125104,412867,1709785,1807675,40108,168704,226250,248202,251840,215159,195543,207734,253158,287782,292896,257563,226873,169373,121626,102369,96247,78986,77047
702,CT,S6CT05074,,Alan,Schlesinger,R,R,9.62%,,2006,2628177,342097,9215,125104,412867,1709785,1807675,40108,168704,226250,248202,251840,215159,195543,207734,253158,287782,292896,257563,226873,169373,121626,102369,96247,78986,77047
703,CT,S6CT05041,,Ralph A.,Ferrucci,GRE,R,0.52%,,2006,2628177,342097,9215,125104,412867,1709785,1807675,40108,168704,226250,248202,251840,215159,195543,207734,253158,287782,292896,257563,226873,169373,121626,102369,96247,78986,77047
704,CT,S4CT00153,,Timothy A.,Knibbs,CNC,R,0.41%,,2006,2628177,342097,9215,125104,412867,1709785,1807675,40108,168704,226250,248202,251840,215159,195543,207734,253158,287782,292896,257563,226873,169373,121626,102369,96247,78986,77047
705,CT,,,Carl E.,Vassar,W,R,0.01%,,2006,2628177,342097,9215,125104,412867,1709785,1807675,40108,168704,226250,248202,251840,215159,195543,207734,253158,287782,292896,257563,226873,169373,121626,102369,96247,78986,77047
706,DE,S8DE00079,(I),Thomas R.,Carper,D,R,67.13%,W,2006,590768,179979,3074,25969,59478,416502,442766,11274,43940,53078,58289,62875,59032,57138,50735,59479,65164,66035,58677,54679,43045,34437,28343,23206,16536,13306
707,DE,S6DE00123,,Jan,Ting,R,R,27.44%,,2006,590768,179979,3074,25969,59478,416502,442766,11274,43940,53078,58289,62875,59032,57138,50735,59479,65164,66035,58677,54679,43045,34437,28343,23206,16536,13306
708,DE,S6DE00149,,William E.,Morris,LBT,R,1.05%,,2006,590768,179979,3074,25969,59478,416502,442766,11274,43940,53078,58289,62875,59032,57138,50735,59479,65164,66035,58677,54679,43045,34437,28343,23206,16536,13306
709,FL,S8FL00166,(I),Bill,Nelson,D,R,60.30%,W,2006,11166115,2784593,54720,447582,3713980,8886910,9280080,221765,859431,1047894,1151818,1214669,1180227,1127022,1094633,1223911,1359055,1357641,1216282,1150141,958167,824321,710856,629155,463236,376766
710,FL,S6FL00178,,Katherine,Harris,R,R,38.10%,,2006,11166115,2784593,54720,447582,3713980,8886910,9280080,221765,859431,1047894,1151818,1214669,1180227,1127022,1094633,1223911,1359055,1357641,1216282,1150141,958167,824321,710856,629155,463236,376766
711,FL,S6FL00194,,Belinda,Noah,IND,R,0.52%,,2006,11166115,2784593,54720,447582,3713980,8886910,9280080,221765,859431,1047894,1151818,1214669,1180227,1127022,1094633,1223911,1359055,1357641,1216282,1150141,958167,824321,710856,629155,463236,376766
712,FL,S6FL00251,,Lawrence,Scott,W,R,0.00%,,2006,11166115,2784593,54720,447582,3713980,8886910,9280080,221765,859431,1047894,1151818,1214669,1180227,1127022,1094633,1223911,1359055,1357641,1216282,1150141,958167,824321,710856,629155,463236,376766
713,HI,S0HI00084,(I),Daniel K.,Akaka,D,R,61.35%,W,2006,285884,29975,3670,886038,104164,657380,652351,17796,66580,76190,85712,86486,98038,93138,82917,88861,93395,96670,95208,87025,64908,47707,39473,36572,28913,24142
714,HI,S6HI00255,,Cynthia,Thielen,R,R,36.78%,,2006,285884,29975,3670,886038,104164,657380,652351,17796,66580,76190,85712,86486,98038,93138,82917,88861,93395,96670,95208,87025,64908,47707,39473,36572,28913,24142
715,HI,S8HI00152,,Lloyd Jeffrey,Mallan,LBT,R,1.87%,,2006,285884,29975,3670,886038,104164,657380,652351,17796,66580,76190,85712,86486,98038,93138,82917,88861,93395,96670,95208,87025,64908,47707,39473,36572,28913,24142
716,IN,S4IN00014,(I),Richard G.,Lugar,R,R,87.36%,W,2006,5311567,584556,16947,95242,324357,3114466,3218203,87074,342863,437119,454143,469646,450986,412971,399289,429589,463686,482820,440819,390539,283688,223873,181071,158700,120473,103320
717,IN,S6IN00142,,Steve,Osborn,LBT,R,12.59%,,2006,5311567,584556,16947,95242,324357,3114466,3218203,87074,342863,437119,454143,469646,450986,412971,399289,429589,463686,482820,440819,390539,283688,223873,181071,158700,120473,103320
718,IN,S6IN00167,,Mark,Pool,W,R,0.03%,,2006,5311567,584556,16947,95242,324357,3114466,3218203,87074,342863,437119,454143,469646,450986,412971,399289,429589,463686,482820,440819,390539,283688,223873,181071,158700,120473,103320
719,MA,S6MA00015,(I),Edward M.,Kennedy,D,R,69.30%,W,2006,5118526,409627,14645,326342,540944,3098899,3311185,74330,297454,385676,420942,465986,442959,416486,401913,466382,511005,511381,455794,411603,296941,218254,187316,173645,140329,131688
720,MA,S6MA00221,,Kenneth G.,Chase,R,R,30.55%,,2006,5118526,409627,14645,326342,540944,3098899,3311185,74330,297454,385676,420942,465986,442959,416486,401913,466382,511005,511381,455794,411603,296941,218254,187316,173645,140329,131688
721,MD,S6MD03177,,Benjamin L.,Cardin,D,R,54.21%,W,2006,3272143,1658933,16847,299982,379462,2719404,2907963,73820,291752,358243,398974,409378,371492,371645,354146,414217,458642,457583,402904,360392,257859,188572,148591,127536,97538,84083
722,MD,S6MD03201,,Michael S.,Steele,R,R,44.20%,,2006,3272143,1658933,16847,299982,379462,2719404,2907963,73820,291752,358243,398974,409378,371492,371645,354146,414217,458642,457583,402904,360392,257859,188572,148591,127536,97538,84083
723,MD,S6MD03243,,Kevin,Zeese,GRE,R,1.55%,,2006,3272143,1658933,16847,299982,379462,2719404,2907963,73820,291752,358243,398974,409378,371492,371645,354146,414217,458642,457583,402904,360392,257859,188572,148591,127536,97538,84083
724,ME,S4ME00055,(I),Olympia J.,Snowe,R,R,74.01%,W,2006,1270709,15328,9062,13435,15085,647462,676157,14012,56811,75533,85366,94177,80392,70538,73229,89742,104183,111597,105294,97310,70988,53867,45480,39453,29343,26304
725,ME,S6ME00225,,Jean M.,Hay Bright,D,R,20.59%,,2006,1270709,15328,9062,13435,15085,647462,676157,14012,56811,75533,85366,94177,80392,70538,73229,89742,104183,111597,105294,97310,70988,53867,45480,39453,29343,26304
726,ME,S6ME00266,,William H.,Slavick,IND,R,5.37%,,2006,1270709,15328,9062,13435,15085,647462,676157,14012,56811,75533,85366,94177,80392,70538,73229,89742,104183,111597,105294,97310,70988,53867,45480,39453,29343,26304
727,ME,S6ME00274,,Michael A.,Beardsley,W,R,0.03%,,2006,1270709,15328,9062,13435,15085,647462,676157,14012,56811,75533,85366,94177,80392,70538,73229,89742,104183,111597,105294,97310,70988,53867,45480,39453,29343,26304
728,MI,S8MI00281,(I),Debbie,Stabenow,D,R,56.91%,W,2006,7850577,1467177,67822,246847,403658,4929460,5106621,124689,510771,669858,730633,760901,682237,608963,610093,691345,748354,791945,727584,643295,465970,353433,289713,259216,198062,169019
729,MI,S6MI00335,,Michael,Bouchard,R,R,41.26%,,2006,7850577,1467177,67822,246847,403658,4929460,5106621,124689,510771,669858,730633,760901,682237,608963,610093,691345,748354,791945,727584,643295,465970,353433,289713,259216,198062,169019
730,MI,S6MI00343,,Leonard,Schwartz,LBT,R,0.71%,,2006,7850577,1467177,67822,246847,403658,4929460,5106621,124689,510771,669858,730633,760901,682237,608963,610093,691345,748354,791945,727584,643295,465970,353433,289713,259216,198062,169019
731,MI,S6MI00376,,Sole,David,GRE,R,0.63%,,2006,7850577,1467177,67822,246847,403658,4929460,5106621,124689,510771,669858,730633,760901,682237,608963,610093,691345,748354,791945,727584,643295,465970,353433,289713,259216,198062,169019
732,MI,S6MI00368,,W. Dennis,FitzSimons,UST,R,0.49%,,2006,7850577,1467177,67822,246847,403658,4929460,5106621,124689,510771,669858,730633,760901,682237,608963,610093,691345,748354,791945,727584,643295,465970,353433,289713,259216,198062,169019
733,MI,S6MI00350,,Brett,McAtee,W,R,0.00%,,2006,7850577,1467177,67822,246847,403658,4929460,5106621,124689,510771,669858,730633,760901,682237,608963,610093,691345,748354,791945,727584,643295,465970,353433,289713,259216,198062,169019
734,MN,S6MN00267,,Amy,Klobuchar,D,R,58.06%,W,2006,4432272,257902,61399,199058,212924,2562604,2600951,70603,276067,340828,361903,381318,369341,340216,321252,355218,396166,414542,369304,313828,222563,171812,139227,123280,98402,97685
735,MN,S6MN00275,,Mark,Kennedy,R,R,37.94%,,2006,4432272,257902,61399,199058,212924,2562604,2600951,70603,276067,340828,361903,381318,369341,340216,321252,355218,396166,414542,369304,313828,222563,171812,139227,123280,98402,97685
736,MN,S6MN00283,,Robert,Fitzgerald,IDP,R,3.23%,,2006,4432272,257902,61399,199058,212924,2562604,2600951,70603,276067,340828,361903,381318,369341,340216,321252,355218,396166,414542,369304,313828,222563,171812,139227,123280,98402,97685
737,MN,S6MN00408,,Michael James,Cavlan,GRE,R,0.49%,,2006,4432272,257902,61399,199058,212924,2562604,2600951,70603,276067,340828,361903,381318,369341,340216,321252,355218,396166,414542,369304,313828,222563,171812,139227,123280,98402,97685
738,MN,S6MN00390,,Ben,Powers,CON,R,0.25%,,2006,4432272,257902,61399,199058,212924,2562604,2600951,70603,276067,340828,361903,381318,369341,340216,321252,355218,396166,414542,369304,313828,222563,171812,139227,123280,98402,97685
739,MO,S6MO00305,,Claire,McCaskill,D,R,49.58%,W,2006,4843754,694249,30048,97568,177085,2855141,2987563,78061,303187,381157,406907,427560,415143,380893,355143,383032,428058,451118,406935,364625,276273,220958,184129,156244,118596,104685
740,MO,S2MO00353,(I),Jim,Talent,R,R,47.31%,,2006,4843754,694249,30048,97568,177085,2855141,2987563,78061,303187,381157,406907,427560,415143,380893,355143,383032,428058,451118,406935,364625,276273,220958,184129,156244,118596,104685
741,MO,S6MO00347,,Frank,Gilmour,LBT,R,2.25%,,2006,4843754,694249,30048,97568,177085,2855141,2987563,78061,303187,381157,406907,427560,415143,380893,355143,383032,428058,451118,406935,364625,276273,220958,184129,156244,118596,104685
742,MO,S6MO00354,,Lydia,Lewis,PRO,R,0.86%,,2006,4843754,694249,30048,97568,177085,2855141,2987563,78061,303187,381157,406907,427560,415143,380893,355143,383032,428058,451118,406935,364625,276273,220958,184129,156244,118596,104685
743,MO,,,Don,Barrett,W,R,0.00%,,2006,4843754,694249,30048,97568,177085,2855141,2987563,78061,303187,381157,406907,427560,415143,380893,355143,383032,428058,451118,406935,364625,276273,220958,184129,156244,118596,104685
744,MS,S8MS00162,(I),Trent,Lott,R,R,63.58%,W,2006,1729634,1072247,13635,25028,64434,1408665,1496313,41608,163060,201432,215913,224205,216848,192860,180945,188571,204690,212432,195721,177137,131359,109081,87141,71007,49247,41721
745,MS,S6MS00059,,Erik R.,Fleming,D,R,34.87%,,2006,1729634,1072247,13635,25028,64434,1408665,1496313,41608,163060,201432,215913,224205,216848,192860,180945,188571,204690,212432,195721,177137,131359,109081,87141,71007,49247,41721
746,MS,S6MS00091,,Harold M.,Taylor,LBT,R,1.56%,,2006,1729634,1072247,13635,25028,64434,1408665,1496313,41608,163060,201432,215913,224205,216848,192860,180945,188571,204690,212432,195721,177137,131359,109081,87141,71007,49247,41721
747,MT,S6MT00162,,Jon,Tester,D,R,49.16%,W,2006,853186,5569,61690,6946,25301,477351,475341,11856,46217,58149,63317,70498,71250,54531,53016,55529,65472,76617,76404,67718,49336,38645,30438,26005,19490,18204
748,MT,S8MT00119,(I),Conrad,Burns,R,R,48.29%,,2006,853186,5569,61690,6946,25301,477351,475341,11856,46217,58149,63317,70498,71250,54531,53016,55529,65472,76617,76404,67718,49336,38645,30438,26005,19490,18204
749,MT,S2MT00088,,Stan,Jones,LBT,R,2.55%,,2006,853186,5569,61690,6946,25301,477351,475341,11856,46217,58149,63317,70498,71250,54531,53016,55529,65472,76617,76404,67718,49336,38645,30438,26005,19490,18204
750,ND,S6ND00058,(I),Kent,Conrad,D,R,68.83%,W,2006,589018,7705,35203,6197,11299,326839,322583,8427,31416,38214,41869,50296,63101,37963,37575,37177,43399,49518,48076,39287,28722,23195,20929,19139,15226,15893
751,ND,S6ND00074,,Dwight,Grotberg,R,R,29.53%,,2006,589018,7705,35203,6197,11299,326839,322583,8427,31416,38214,41869,50296,63101,37963,37575,37177,43399,49518,48076,39287,28722,23195,20929,19139,15226,15893
752,ND,S6ND00090,,Roland,Riemers,IND,R,1.01%,,2006,589018,7705,35203,6197,11299,326839,322583,8427,31416,38214,41869,50296,63101,37963,37575,37177,43399,49518,48076,39287,28722,23195,20929,19139,15226,15893
753,NE,S6NE00095,(I),Ben,Nelson,D,R,63.88%,W,2006,1504276,83162,15687,31087,138481,878006,894687,25824,101729,119374,124213,132554,135370,111323,112007,111855,122948,133170,123666,107599,75825,60595,52890,47871,37562,36318
754,NE,S6NE00129,,Pete,Ricketts,R,R,36.12%,,2006,1504276,83162,15687,31087,138481,878006,894687,25824,101729,119374,124213,132554,135370,111323,112007,111855,122948,133170,123666,107599,75825,60595,52890,47871,37562,36318
755,NJ,S6NJ00289,(I),Robert,Menendez,D,R,53.37%,W,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
756,NJ,S6NJ00271,,Thomas H. Jr.,Kean,R,R,44.34%,,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
757,NJ,S6NJ00321,,Len,Flynn,LBT,R,0.65%,,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
758,NJ,S65NJ00339,,Edward,Forchion,LMP,R,0.52%,,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
759,NJ,S8NJ00145,,J.M.,Carter,GWT,R,0.35%,,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
760,NJ,S6NJ00081,,N. Leonard,Smith,SDF,R,0.28%,,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
761,NJ,S6NJ00313,,Daryl Mikell,Brooks,PPC,R,0.23%,,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
762,NJ,S6NJ00347,,Angela L.,Lariscy,SWP,R,0.15%,,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
763,NJ,S0NJ00100,,Gregory,Pason,SUS,R,0.11%,,2006,5434654,1161856,16137,667992,1381040,4213580,4448099,106669,449213,561481,607070,595929,515222,536270,555430,644938,709951,703150,609455,541278,401047,303183,253167,230280,179547,158399
764,NM,S2NM00021,(I),Jeff,Bingaman,D,R,70.61%,W,2006,844971,39340,175880,27297,874649,968168,993969,28482,111143,130787,142775,151293,142672,130857,116588,122313,137620,146405,137282,126591,92997,74570,60178,47788,34239,27557
765,NM,S6NM01111,,"Allen W., MD",McCulloch,R,R,29.33%,,2006,844971,39340,175880,27297,874649,968168,993969,28482,111143,130787,142775,151293,142672,130857,116588,122313,137620,146405,137282,126591,92997,74570,60178,47788,34239,27557
766,NM,S8NM00051,,Orlin G.,Cole,W,R,0.06%,,2006,844971,39340,175880,27297,874649,968168,993969,28482,111143,130787,142775,151293,142672,130857,116588,122313,137620,146405,137282,126591,92997,74570,60178,47788,34239,27557
767,NV,S8NV00073,(I),John,Ensign,R,R,55.36%,W,2006,1494045,202670,27051,185463,613429,1278665,1243993,37761,145846,167763,177274,167002,168371,189789,178203,189758,190146,182663,166621,157941,123105,94764,71394,54179,35661,24417
768,NV,S6NV00150,,Jack,Carter,D,R,40.99%,,2006,1494045,202670,27051,185463,613429,1278665,1243993,37761,145846,167763,177274,167002,168371,189789,178203,189758,190146,182663,166621,157941,123105,94764,71394,54179,35661,24417
769,NV,,,,None of These Candidates,,R,1.41%,,2006,1494045,202670,27051,185463,613429,1278665,1243993,37761,145846,167763,177274,167002,168371,189789,178203,189758,190146,182663,166621,157941,123105,94764,71394,54179,35661,24417
770,NV,S4NV00221,,David K.,Schumann,IAP,R,1.33%,,2006,1494045,202670,27051,185463,613429,1278665,1243993,37761,145846,167763,177274,167002,168371,189789,178203,189758,190146,182663,166621,157941,123105,94764,71394,54179,35661,24417
771,NV,S6NV00176,,Brendan,Trainor,LBT,R,0.90%,,2006,1494045,202670,27051,185463,613429,1278665,1243993,37761,145846,167763,177274,167002,168371,189789,178203,189758,190146,182663,166621,157941,123105,94764,71394,54179,35661,24417
772,NY,S0NY00188,(I),Hillary Rodham,Clinton,D,R,60.11%,W,2006,11613210,2906370,69397,1352712,3162942,9233230,9871401,236006,924991,1164565,1297452,1378904,1324873,1326593,1234210,1381743,1475057,1470367,1318003,1199399,880240,680803,566146,502443,390279,352557
773,NY,S6NY00243,,John,Spencer,R,R,27.01%,,2006,11613210,2906370,69397,1352712,3162942,9233230,9871401,236006,924991,1164565,1297452,1378904,1324873,1326593,1234210,1381743,1475057,1470367,1318003,1199399,880240,680803,566146,502443,390279,352557
