,state,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),PARTY,PRES PARTY,GENERAL %,GE WINNER INDICATOR,year,white,black,native,asian,hispanic,male,female,0,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
0,AK,S4AK00099,(I),Lisa,Murkowski,R,O,44.36%,W,2016,477964,32475,119924,59932,51599,388132,353762,10938,43177,53076,50046,48000,57364,62798,57655,49056,43089,45276,48891,50922,44400,32828,19559,11555,6844,6420
1,AK,S0AK00121,,Joe,Miller,LIB,O,29.16%,,2016,477964,32475,119924,59932,51599,388132,353762,10938,43177,53076,50046,48000,57364,62798,57655,49056,43089,45276,48891,50922,44400,32828,19559,11555,6844,6420
2,AK,S6AK00151,,Margaret,Stock,NAF,O,13.23%,,2016,477964,32475,119924,59932,51599,388132,353762,10938,43177,53076,50046,48000,57364,62798,57655,49056,43089,45276,48891,50922,44400,32828,19559,11555,6844,6420
3,AK,S8AK00082,,Ray,Metcalfe,D,O,11.62%,,2016,477964,32475,119924,59932,51599,388132,353762,10938,43177,53076,50046,48000,57364,62798,57655,49056,43089,45276,48891,50922,44400,32828,19559,11555,6844,6420
4,AL,S6AL00013,(I),Richard C.,Shelby,R,O,63.96%,W,2016,3242435,1312529,29770,74721,203845,2355586,2507714,58269,234296,303617,306381,320546,333330,332135,305352,301057,294656,312055,331963,338734,306358,271310,193359,138956,94173,86753
5,AL,S6AL00302,,Ron,Crumpton,D,O,35.87%,,2016,3242435,1312529,29770,74721,203845,2355586,2507714,58269,234296,303617,306381,320546,333330,332135,305352,301057,294656,312055,331963,338734,306358,271310,193359,138956,94173,86753
6,AR,S0AR00150,(I),John,Boozman,R,O,59.77%,W,2016,2211541,476508,24747,56891,218561,1467873,1520375,37737,152540,196543,197518,199113,203340,201935,190820,186984,177742,183202,195695,197906,180439,163301,120279,87460,59014,56680
7,AR,S6AR00132,,Conner,Eldridge,D,O,36.17%,,2016,2211541,476508,24747,56891,218561,1467873,1520375,37737,152540,196543,197518,199113,203340,201935,190820,186984,177742,183202,195695,197906,180439,163301,120279,87460,59014,56680
8,AR,S6AR00140,,Frank,Gilbert,LIB,O,3.96%,,2016,2211541,476508,24747,56891,218561,1467873,1520375,37737,152540,196543,197518,199113,203340,201935,190820,186984,177742,183202,195695,197906,180439,163301,120279,87460,59014,56680
9,AR,S6AR00157,,Jason,Tate,W,O,0.10%,,2016,2211541,476508,24747,56891,218561,1467873,1520375,37737,152540,196543,197518,199113,203340,201935,190820,186984,177742,183202,195695,197906,180439,163301,120279,87460,59014,56680
10,AZ,S6AZ00019,(I),John,McCain,R,O,53.71%,W,2016,3914166,328648,293666,249816,2144775,3442895,3488176,87702,351617,454157,459024,466504,484756,484407,448721,433471,411749,421465,425432,431930,399212,387374,295446,211749,139521,136834
11,AZ,S6AZ00225,,Ann,Kirkpatrick,D,O,40.75%,,2016,3914166,328648,293666,249816,2144775,3442895,3488176,87702,351617,454157,459024,466504,484756,484407,448721,433471,411749,421465,425432,431930,399212,387374,295446,211749,139521,136834
12,AZ,S6AZ00340,,Gary,Swing,GRE,O,5.48%,,2016,3914166,328648,293666,249816,2144775,3442895,3488176,87702,351617,454157,459024,466504,484756,484407,448721,433471,411749,421465,425432,431930,399212,387374,295446,211749,139521,136834
13,AZ,S6AZ00258,,Pat,Quinn,W,O,0.03%,,2016,3914166,328648,293666,249816,2144775,3442895,3488176,87702,351617,454157,459024,466504,484756,484407,448721,433471,411749,421465,425432,431930,399212,387374,295446,211749,139521,136834
14,AZ,S6AZ00357,,Merissa,Hamilton,LIB,O,0.00%,,2016,3914166,328648,293666,249816,2144775,3442895,3488176,87702,351617,454157,459024,466504,484756,484407,448721,433471,411749,421465,425432,431930,399212,387374,295446,211749,139521,136834
15,CA,S6CA00584,,Kamala D.,Harris,D,O,61.60%,W,2016,15333060,2434409,208531,5993244,15280773,19493361,19756656,498832,1988540,2539626,2522475,2579986,2812191,3069878,2847907,2650907,2509025,2606256,2589041,2515467,2173251,1820671,1268331,898262,637038,722333
16,CA,S6CA00964,,Billy,Falling,R,O,39.40%,,2016,15333060,2434409,208531,5993244,15280773,19493361,19756656,498832,1988540,2539626,2522475,2579986,2812191,3069878,2847907,2650907,2509025,2606256,2589041,2515467,2173251,1820671,1268331,898262,637038,722333
17,CA,n/a,,Ric M.,Llewellyn,NOP,O,0.00%,,2016,15333060,2434409,208531,5993244,15280773,19493361,19756656,498832,1988540,2539626,2522475,2579986,2812191,3069878,2847907,2650907,2509025,2606256,2589041,2515467,2173251,1820671,1268331,898262,637038,722333
18,CA,S6CA00949,,John Thompson,Parker,PAF,O,0.00%,,2016,15333060,2434409,208531,5993244,15280773,19493361,19756656,498832,1988540,2539626,2522475,2579986,2812191,3069878,2847907,2650907,2509025,2606256,2589041,2515467,2173251,1820671,1268331,898262,637038,722333
19,CA,S8CA00283,,Gail K.,Lightfoot,LIB,O,0.00%,,2016,15333060,2434409,208531,5993244,15280773,19493361,19756656,498832,1988540,2539626,2522475,2579986,2812191,3069878,2847907,2650907,2509025,2606256,2589041,2515467,2173251,1820671,1268331,898262,637038,722333
20,CA,S6CA00956,,Pamela,Elizondo,GRE,O,0.00%,,2016,15333060,2434409,208531,5993244,15280773,19493361,19756656,498832,1988540,2539626,2522475,2579986,2812191,3069878,2847907,2650907,2509025,2606256,2589041,2515467,2173251,1820671,1268331,898262,637038,722333
21,CO,S0CO00211,(I),Michael,Bennet,D,O,49.97%,W,2016,3866397,252660,42794,197475,1181219,2785818,2754727,67691,269773,353344,359675,354394,390626,426572,415837,386232,355844,359972,357751,369227,330083,277354,180426,119148,80825,85771
22,CO,S6CO00226,,Darryl,Glenn,R,O,44.31%,,2016,3866397,252660,42794,197475,1181219,2785818,2754727,67691,269773,353344,359675,354394,390626,426572,415837,386232,355844,359972,357751,369227,330083,277354,180426,119148,80825,85771
23,CO,S6CO00317,,Lily Tang,Williams,LIB,O,3.62%,,2016,3866397,252660,42794,197475,1181219,2785818,2754727,67691,269773,353344,359675,354394,390626,426572,415837,386232,355844,359972,357751,369227,330083,277354,180426,119148,80825,85771
24,CO,S6CO00366,,Arn,Menconi,GRE,O,1.34%,,2016,3866397,252660,42794,197475,1181219,2785818,2754727,67691,269773,353344,359675,354394,390626,426572,415837,386232,355844,359972,357751,369227,330083,277354,180426,119148,80825,85771
25,CO,S4CO00411,,Bill,Hammons,UPC,O,0.34%,,2016,3866397,252660,42794,197475,1181219,2785818,2754727,67691,269773,353344,359675,354394,390626,426572,415837,386232,355844,359972,357751,369227,330083,277354,180426,119148,80825,85771
26,CO,S6CO00374,,Dan,Chapin,UN,O,0.30%,,2016,3866397,252660,42794,197475,1181219,2785818,2754727,67691,269773,353344,359675,354394,390626,426572,415837,386232,355844,359972,357751,369227,330083,277354,180426,119148,80825,85771
27,CO,S4CO00429,,Don,Willoughby,W,O,0.00%,,2016,3866397,252660,42794,197475,1181219,2785818,2754727,67691,269773,353344,359675,354394,390626,426572,415837,386232,355844,359972,357751,369227,330083,277354,180426,119148,80825,85771
28,CT,S0CT00177,(I),Richard,Blumenthal,D,O,63.19%,W,2016,2451338,381247,9603,171916,562348,1745615,1830837,36202,149119,201909,222842,247426,247820,220179,221842,212996,210009,249599,274551,273130,231425,188340,135628,93443,70064,89928
29,CT,S6CT05108,,Dan,Carter,R,O,34.62%,,2016,2451338,381247,9603,171916,562348,1745615,1830837,36202,149119,201909,222842,247426,247820,220179,221842,212996,210009,249599,274551,273130,231425,188340,135628,93443,70064,89928
30,CT,S6CT05124,,Richard,Lion,LIB,O,1.14%,,2016,2451338,381247,9603,171916,562348,1745615,1830837,36202,149119,201909,222842,247426,247820,220179,221842,212996,210009,249599,274551,273130,231425,188340,135628,93443,70064,89928
31,CT,S0CT00250,,Jeffery,Russell,GRE,O,1.05%,,2016,2451338,381247,9603,171916,562348,1745615,1830837,36202,149119,201909,222842,247426,247820,220179,221842,212996,210009,249599,274551,273130,231425,188340,135628,93443,70064,89928
32,CT,n/a,,Andrew,Rule,W,O,0.00%,,2016,2451338,381247,9603,171916,562348,1745615,1830837,36202,149119,201909,222842,247426,247820,220179,221842,212996,210009,249599,274551,273130,231425,188340,135628,93443,70064,89928
33,FL,S0FL00338,(I),Marco,Rubio,R,O,51.98%,W,2016,11490338,3306283,59807,629036,5126975,10070151,10542288,224910,901226,1143007,1154192,1189418,1273582,1389757,1293668,1236495,1227794,1326511,1429799,1421413,1305750,1272875,1004709,742246,519108,555979
34,FL,S6FL00319,,Patrick,Murphy,D,O,44.31%,,2016,11490338,3306283,59807,629036,5126975,10070151,10542288,224910,901226,1143007,1154192,1189418,1273582,1389757,1293668,1236495,1227794,1326511,1429799,1421413,1305750,1272875,1004709,742246,519108,555979
35,FL,S6FL00467,,Paul,Stanton,LBF,O,2.12%,,2016,11490338,3306283,59807,629036,5126975,10070151,10542288,224910,901226,1143007,1154192,1189418,1273582,1389757,1293668,1236495,1227794,1326511,1429799,1421413,1305750,1272875,1004709,742246,519108,555979
36,FL,S6FL00327,,Bruce,Nathan,NPA,O,0.56%,,2016,11490338,3306283,59807,629036,5126975,10070151,10542288,224910,901226,1143007,1154192,1189418,1273582,1389757,1293668,1236495,1227794,1326511,1429799,1421413,1305750,1272875,1004709,742246,519108,555979
37,FL,S6FL00533,,Charles Frederick,Tolbert,W,O,0.00%,,2016,11490338,3306283,59807,629036,5126975,10070151,10542288,224910,901226,1143007,1154192,1189418,1273582,1389757,1293668,1236495,1227794,1326511,1429799,1421413,1305750,1272875,1004709,742246,519108,555979
38,GA,S6GA00119,(I),Johnny,Isakson,R,O,54.78%,W,2016,5588102,3283662,26873,439036,972698,5020465,5289906,130675,530164,700583,714455,715257,725796,731930,690370,686591,676379,709859,706839,665774,571037,497334,341991,228893,148309,138135
39,GA,S6GA00200,,Jim,Barksdale,D,O,41.03%,,2016,5588102,3283662,26873,439036,972698,5020465,5289906,130675,530164,700583,714455,715257,725796,731930,690370,686591,676379,709859,706839,665774,571037,497334,341991,228893,148309,138135
40,GA,S4GA11103,,Allen,Buckley,LIB,O,4.16%,,2016,5588102,3283662,26873,439036,972698,5020465,5289906,130675,530164,700583,714455,715257,725796,731930,690370,686591,676379,709859,706839,665774,571037,497334,341991,228893,148309,138135
41,GA,S6GA00259,,Michelle,Gates,W,O,0.02%,,2016,5588102,3283662,26873,439036,972698,5020465,5289906,130675,530164,700583,714455,715257,725796,731930,690370,686591,676379,709859,706839,665774,571037,497334,341991,228893,148309,138135
42,HI,S4HI00136,(I),Brian,Schatz,D,O,73.60%,W,2016,309961,37673,3661,935685,141577,717615,710942,18376,73159,87086,81715,78701,97750,105887,102016,93592,83636,87599,90672,93955,90451,81361,57649,37740,28260,38952
43,HI,S0HI00126,,John,Carroll,R,O,22.24%,,2016,309961,37673,3661,935685,141577,717615,710942,18376,73159,87086,81715,78701,97750,105887,102016,93592,83636,87599,90672,93955,90451,81361,57649,37740,28260,38952
44,HI,S4HI00151,,Joy J,Allison,CON,O,2.19%,,2016,309961,37673,3661,935685,141577,717615,710942,18376,73159,87086,81715,78701,97750,105887,102016,93592,83636,87599,90672,93955,90451,81361,57649,37740,28260,38952
45,HI,S4HI00169,,Michael A.,Kokoski,LIB,O,1.63%,,2016,309961,37673,3661,935685,141577,717615,710942,18376,73159,87086,81715,78701,97750,105887,102016,93592,83636,87599,90672,93955,90451,81361,57649,37740,28260,38952
46,HI,S6HI00305,,John M. (Raghu),Giuffre,AMS,O,0.33%,,2016,309961,37673,3661,935685,141577,717615,710942,18376,73159,87086,81715,78701,97750,105887,102016,93592,83636,87599,90672,93955,90451,81361,57649,37740,28260,38952
47,IA,S0IA00028,(I),Charles E.,Grassley,R,O,60.09%,W,2016,2729129,128561,10468,83929,182606,1559119,1575574,39600,159815,203938,203667,215122,230686,195121,199252,193956,173579,186541,203203,217430,198568,167141,113905,87923,66546,78700
48,IA,S6IA00140,,Patty,Judge,D,O,35.66%,,2016,2729129,128561,10468,83929,182606,1559119,1575574,39600,159815,203938,203667,215122,230686,195121,199252,193956,173579,186541,203203,217430,198568,167141,113905,87923,66546,78700
49,IA,S6IA00165,,Charles,Aldrich,LIB,O,2.71%,,2016,2729129,128561,10468,83929,182606,1559119,1575574,39600,159815,203938,203667,215122,230686,195121,199252,193956,173579,186541,203203,217430,198568,167141,113905,87923,66546,78700
50,IA,S6IA00173,,Jim,Hennager,NPI,O,1.15%,,2016,2729129,128561,10468,83929,182606,1559119,1575574,39600,159815,203938,203667,215122,230686,195121,199252,193956,173579,186541,203203,217430,198568,167141,113905,87923,66546,78700
51,IA,S6IA00157,,Michael,Luick-Thrams,NNE,O,0.29%,,2016,2729129,128561,10468,83929,182606,1559119,1575574,39600,159815,203938,203667,215122,230686,195121,199252,193956,173579,186541,203203,217430,198568,167141,113905,87923,66546,78700
52,ID,S8ID00027,(I),Mike,Crapo,R,O,66.13%,W,2016,1407509,16444,21798,29646,207743,843532,839608,22986,92303,122679,125126,118791,111851,111817,109744,108209,97786,98182,100427,107320,100930,89990,63750,43912,28902,28435
53,ID,S6ID00112,,Jerry,Sturgill,D,O,27.73%,,2016,1407509,16444,21798,29646,207743,843532,839608,22986,92303,122679,125126,118791,111851,111817,109744,108209,97786,98182,100427,107320,100930,89990,63750,43912,28902,28435
54,ID,S6ID00104,,Ray J.,Writz,CON,O,6.14%,,2016,1407509,16444,21798,29646,207743,843532,839608,22986,92303,122679,125126,118791,111851,111817,109744,108209,97786,98182,100427,107320,100930,89990,63750,43912,28902,28435
55,IL,S6IL00292,,Tammy,Duckworth,D,O,54.86%,W,2016,7992973,1874281,25654,727192,2181439,6291791,6509748,153482,619029,806005,833900,844129,884075,896570,877462,849375,797381,840657,872497,885833,769880,636260,436583,314651,224287,259483
56,IL,S0IL00261,(I),Mark Steven,Kirk,R,O,39.78%,,2016,7992973,1874281,25654,727192,2181439,6291791,6509748,153482,619029,806005,833900,844129,884075,896570,877462,849375,797381,840657,872497,885833,769880,636260,436583,314651,224287,259483
57,IL,S6IL00383,,Kenton,McMillen,LIB,O,3.20%,,2016,7992973,1874281,25654,727192,2181439,6291791,6509748,153482,619029,806005,833900,844129,884075,896570,877462,849375,797381,840657,872497,885833,769880,636260,436583,314651,224287,259483
58,IL,S4IL00388,,Scott,Summers,GRE,O,2.14%,,2016,7992973,1874281,25654,727192,2181439,6291791,6509748,153482,619029,806005,833900,844129,884075,896570,877462,849375,797381,840657,872497,885833,769880,636260,436583,314651,224287,259483
59,IL,S2IL00044,,Chad,Koppie,W,O,0.01%,,2016,7992973,1874281,25654,727192,2181439,6291791,6509748,153482,619029,806005,833900,844129,884075,896570,877462,849375,797381,840657,872497,885833,769880,636260,436583,314651,224287,259483
60,IN,S6IN00191,,Todd,Young,R,O,52.11%,W,2016,5340258,666231,18449,158244,449871,3269562,3363491,83679,338308,434422,443900,457103,479294,440416,419256,416283,398616,420760,444986,457974,406493,341581,234797,168783,117933,128469
61,IN,S8IN00049,,Evan,Bayh,D,O,42.41%,,2016,5340258,666231,18449,158244,449871,3269562,3363491,83679,338308,434422,443900,457103,479294,440416,419256,416283,398616,420760,444986,457974,406493,341581,234797,168783,117933,128469
62,IN,S6IN00225,,Lucy,Brenton,LIB,O,5.47%,,2016,5340258,666231,18449,158244,449871,3269562,3363491,83679,338308,434422,443900,457103,479294,440416,419256,416283,398616,420760,444986,457974,406493,341581,234797,168783,117933,128469
63,IN,S2IN00117,,James L.,Johnson,W,O,0.00%,,2016,5340258,666231,18449,158244,449871,3269562,3363491,83679,338308,434422,443900,457103,479294,440416,419256,416283,398616,420760,444986,457974,406493,341581,234797,168783,117933,128469
64,KS,S0KS00091,(I),Jerry,Moran,R ,O,62.18%,W,2016,2254581,192710,28896,92621,338481,1447759,1459530,38202,156105,201623,199123,200516,216515,190709,193897,183184,163905,169490,184833,195872,176322,146039,98957,72485,54708,64804
65,KS,S0KS00166,,Patrick,Wiesner,D ,O,32.24%,,2016,2254581,192710,28896,92621,338481,1447759,1459530,38202,156105,201623,199123,200516,216515,190709,193897,183184,163905,169490,184833,195872,176322,146039,98957,72485,54708,64804
66,KS,S6KS00221,,Robert D.,Garrard,LIB,O,5.58%,,2016,2254581,192710,28896,92621,338481,1447759,1459530,38202,156105,201623,199123,200516,216515,190709,193897,183184,163905,169490,184833,195872,176322,146039,98957,72485,54708,64804
67,KS,S4KS00150,,DJ,Smith,W,O,0.00%,,2016,2254581,192710,28896,92621,338481,1447759,1459530,38202,156105,201623,199123,200516,216515,190709,193897,183184,163905,169490,184833,195872,176322,146039,98957,72485,54708,64804
68,KY,S0KY00156,(I),Rand,Paul,R,O,57.27%,W,2016,3815376,384212,9977,71889,155520,2186553,2250421,54810,220943,279336,281854,287950,305701,297342,277969,281710,271320,289109,307743,310802,279668,244308,167379,120548,80393,78089
69,KY,S6KY00120,,Jim,Gray,D,O,42.72%,,2016,3815376,384212,9977,71889,155520,2186553,2250421,54810,220943,279336,281854,287950,305701,297342,277969,281710,271320,289109,307743,310802,279668,244308,167379,120548,80393,78089
70,KY,S0KY00255,,Billy Ray,Wilson,W,O,0.00%,,2016,3815376,384212,9977,71889,155520,2186553,2250421,54810,220943,279336,281854,287950,305701,297342,277969,281710,271320,289109,307743,310802,279668,244308,167379,120548,80393,78089
71,LA,S4LA00065,,John,Kennedy,R,O,24.96%,W,2016,2792811,1529987,32306,90410,236152,2289370,2392296,62380,248221,311162,304838,302934,326947,348849,332809,304792,269453,284453,307364,318407,284614,239187,162722,115822,79251,77461
72,LA,S6LA00359,,Foster,Campbell,D,O,17.47%,,2016,2792811,1529987,32306,90410,236152,2289370,2392296,62380,248221,311162,304838,302934,326947,348849,332809,304792,269453,284453,307364,318407,284614,239187,162722,115822,79251,77461
73,LA,S6LA00441,,Beryl,Billiot,NPA,O,1.00%,,2016,2792811,1529987,32306,90410,236152,2289370,2392296,62380,248221,311162,304838,302934,326947,348849,332809,304792,269453,284453,307364,318407,284614,239187,162722,115822,79251,77461
74,LA,S4LA00149,,Thomas P.,Clements,LIB,O,0.59%,,2016,2792811,1529987,32306,90410,236152,2289370,2392296,62380,248221,311162,304838,302934,326947,348849,332809,304792,269453,284453,307364,318407,284614,239187,162722,115822,79251,77461
75,LA,S0LA00170,,"William Robert ""Bob,"" Jr.",Lang,OTH,O,0.07%,,2016,2792811,1529987,32306,90410,236152,2289370,2392296,62380,248221,311162,304838,302934,326947,348849,332809,304792,269453,284453,307364,318407,284614,239187,162722,115822,79251,77461
76,MD,S6MD03441,,Chris,Van Hollen,D,O,60.89%,W,2016,3160007,1836453,17971,415215,586801,2914466,3101981,72580,294515,376196,373806,385934,392558,420525,413925,391864,369520,412617,442129,430881,363187,305195,210927,144625,100532,114931
77,MD,S6MD03508,,Kathy,Szeliga,R,O,35.67%,,2016,3160007,1836453,17971,415215,586801,2914466,3101981,72580,294515,376196,373806,385934,392558,420525,413925,391864,369520,412617,442129,430881,363187,305195,210927,144625,100532,114931
78,MD,S6MD03474,,Margaret,Flowers,GRE,O,3.30%,,2016,3160007,1836453,17971,415215,586801,2914466,3101981,72580,294515,376196,373806,385934,392558,420525,413925,391864,369520,412617,442129,430881,363187,305195,210927,144625,100532,114931
79,MO,S0MO00183,(I),Roy,Blunt,R,O,49.18%,W,2016,4921976,749262,33295,137991,250476,2992035,3100965,74205,299753,384685,389087,395936,421888,412718,400150,381170,349868,375525,414234,433651,382109,327310,232663,169216,120535,128297
80,MO,S6MO00362,,Jason,Kander,D,O,46.39%,,2016,4921976,749262,33295,137991,250476,2992035,3100965,74205,299753,384685,389087,395936,421888,412718,400150,381170,349868,375525,414234,433651,382109,327310,232663,169216,120535,128297
81,MO,S0MO00340,,Jonathan,Dine,LIB,O,2.42%,,2016,4921976,749262,33295,137991,250476,2992035,3100965,74205,299753,384685,389087,395936,421888,412718,400150,381170,349868,375525,414234,433651,382109,327310,232663,169216,120535,128297
82,MO,S6MO00479,,Jonathan,McFarland,GRE,O,1.10%,,2016,4921976,749262,33295,137991,250476,2992035,3100965,74205,299753,384685,389087,395936,421888,412718,400150,381170,349868,375525,414234,433651,382109,327310,232663,169216,120535,128297
83,MO,S6MO00453,,Fred,Ryman,CON,O,0.91%,,2016,4921976,749262,33295,137991,250476,2992035,3100965,74205,299753,384685,389087,395936,421888,412718,400150,381170,349868,375525,414234,433651,382109,327310,232663,169216,120535,128297
84,NC,S4NC00089,(I),Richard,Burr,R,O,51.06%,W,2016,6539036,2243994,121630,309907,932221,4932952,5213836,120842,485468,640169,652704,669708,696063,689054,646400,644334,645903,691010,694740,683839,617089,550743,391070,266915,182927,177810
85,NC,S6NC00266,,Deborah K.,Ross,D,O,45.37%,,2016,6539036,2243994,121630,309907,932221,4932952,5213836,120842,485468,640169,652704,669708,696063,689054,646400,644334,645903,691010,694740,683839,617089,550743,391070,266915,182927,177810
86,NC,S2NC00257,,Sean,Haugh,LIB,O,3.57%,,2016,6539036,2243994,121630,309907,932221,4932952,5213836,120842,485468,640169,652704,669708,696063,689054,646400,644334,645903,691010,694740,683839,617089,550743,391070,266915,182927,177810
87,ND,S0ND00093,(I),John,Hoeven,R,O,78.48%,W,2016,652161,24303,41378,12572,27538,388974,368978,11505,43731,49799,45468,48352,68568,59011,54542,46950,39464,40168,45387,50079,44929,35230,23980,18016,14626,18147
88,ND,S6ND00108,,Eliot,Glassheim,DNL,O,16.97%,,2016,652161,24303,41378,12572,27538,388974,368978,11505,43731,49799,45468,48352,68568,59011,54542,46950,39464,40168,45387,50079,44929,35230,23980,18016,14626,18147
89,ND,S6ND00116,,Robert N.,Marquette,LIB,O,3.08%,,2016,652161,24303,41378,12572,27538,388974,368978,11505,43731,49799,45468,48352,68568,59011,54542,46950,39464,40168,45387,50079,44929,35230,23980,18016,14626,18147
90,ND,S6ND00082,,James,Germalic,IND,O,1.36%,,2016,652161,24303,41378,12572,27538,388974,368978,11505,43731,49799,45468,48352,68568,59011,54542,46950,39464,40168,45387,50079,44929,35230,23980,18016,14626,18147
91,ND,H4NC11086,,Tom,Hill,D,O,0.00%,,2016,652161,24303,41378,12572,27538,388974,368978,11505,43731,49799,45468,48352,68568,59011,54542,46950,39464,40168,45387,50079,44929,35230,23980,18016,14626,18147
92,NH,S6NH00091,,Maggie,Hassan,D,O,47.98%,W,2016,1225460,20548,3760,37909,47118,660860,673935,12479,51721,69926,77217,86070,90691,81627,78977,75127,77054,94180,106766,110744,95412,81415,54253,35762,26058,29316
93,NH,S0NH00235,(I),Kelly,Ayotte,R,O,47.84%,,2016,1225460,20548,3760,37909,47118,660860,673935,12479,51721,69926,77217,86070,90691,81627,78977,75127,77054,94180,106766,110744,95412,81415,54253,35762,26058,29316
94,NH,S6NH00125,,Aaron,Day,IND,O,2.40%,,2016,1225460,20548,3760,37909,47118,660860,673935,12479,51721,69926,77217,86070,90691,81627,78977,75127,77054,94180,106766,110744,95412,81415,54253,35762,26058,29316
95,NH,S6NH00117,,Brian,Chabot,LIB,O,1.70%,,2016,1225460,20548,3760,37909,47118,660860,673935,12479,51721,69926,77217,86070,90691,81627,78977,75127,77054,94180,106766,110744,95412,81415,54253,35762,26058,29316
96,NV,S6NV00200,,Catherine,Cortez Masto,D,O,47.10%,W,2016,1513691,280632,28896,280213,836626,1473997,1466061,36972,147490,191074,188525,177662,185929,219451,208676,198443,189315,197534,195325,189170,173350,160492,115106,77217,46790,41537
97,NV,S6NV00218,,Joe,Heck,R,O,44.67%,,2016,1513691,280632,28896,280213,836626,1473997,1466061,36972,147490,191074,188525,177662,185929,219451,208676,198443,189315,197534,195325,189170,173350,160492,115106,77217,46790,41537
98,NV,n/a,,,None of These Candidates,W,O,3.81%,,2016,1513691,280632,28896,280213,836626,1473997,1466061,36972,147490,191074,188525,177662,185929,219451,208676,198443,189315,197534,195325,189170,173350,160492,115106,77217,46790,41537
99,NV,S6NV00242,,Tom,Jones,IAP,O,1.55%,,2016,1513691,280632,28896,280213,836626,1473997,1466061,36972,147490,191074,188525,177662,185929,219451,208676,198443,189315,197534,195325,189170,173350,160492,115106,77217,46790,41537
100,NV,S6NV00317,,"Thomas ""Tom""",Sawyer,NPY,O,1.28%,,2016,1513691,280632,28896,280213,836626,1473997,1466061,36972,147490,191074,188525,177662,185929,219451,208676,198443,189315,197534,195325,189170,173350,160492,115106,77217,46790,41537
101,NY,S8NY00082,(I),Charles E.,Schumer,D,O,70.60%,W,2016,11157628,2992036,70880,1777620,3747125,9587365,10157924,233692,926365,1144642,1151632,1237380,1391899,1503695,1387078,1272526,1190035,1313743,1392386,1376334,1191373,1009515,703525,509769,371300,438400
102,NY,S2NY00259,,Wendy,Long,R,O,27.17%,,2016,11157628,2992036,70880,1777620,3747125,9587365,10157924,233692,926365,1144642,1151632,1237380,1391899,1503695,1387078,1272526,1190035,1313743,1392386,1376334,1191373,1009515,703525,509769,371300,438400
103,NY,S6NY00425,,Robin Laverne,Wilson,GRE,O,1.53%,,2016,11157628,2992036,70880,1777620,3747125,9587365,10157924,233692,926365,1144642,1151632,1237380,1391899,1503695,1387078,1272526,1190035,1313743,1392386,1376334,1191373,1009515,703525,509769,371300,438400
104,NY,S6NY00433,,Alex,Merced,LIB,O,0.65%,,2016,11157628,2992036,70880,1777620,3747125,9587365,10157924,233692,926365,1144642,1151632,1237380,1391899,1503695,1387078,1272526,1190035,1313743,1392386,1376334,1191373,1009515,703525,509769,371300,438400
105,OH,S0OH00133,(I),Rob,Portman,R,O,58.03%,W,2016,9339854,1544892,30108,274894,424625,5691694,5922679,137896,560027,712455,738023,768057,771199,781980,724930,703213,676907,749091,798597,847435,757934,646853,434177,321670,229782,254147
106,OH,S6OH00254,,Ted,Strickland,D,O,37.16%,,2016,9339854,1544892,30108,274894,424625,5691694,5922679,137896,560027,712455,738023,768057,771199,781980,724930,703213,676907,749091,798597,847435,757934,646853,434177,321670,229782,254147
107,OH,S6OH00262,,Tom,Connors,N,O,1.73%,,2016,9339854,1544892,30108,274894,424625,5691694,5922679,137896,560027,712455,738023,768057,771199,781980,724930,703213,676907,749091,798597,847435,757934,646853,434177,321670,229782,254147
108,OH,S2OH00238,,Joseph R.,DeMare,GRE,O,1.64%,,2016,9339854,1544892,30108,274894,424625,5691694,5922679,137896,560027,712455,738023,768057,771199,781980,724930,703213,676907,749091,798597,847435,757934,646853,434177,321670,229782,254147
109,OH,S6OH00296,,James,Stahl,W,O,0.00%,,2016,9339854,1544892,30108,274894,424625,5691694,5922679,137896,560027,712455,738023,768057,771199,781980,724930,703213,676907,749091,798597,847435,757934,646853,434177,321670,229782,254147
110,OK,S4OK00232,(I),James,Lankford,R,O,67.74%,W,2016,2716499,331832,372364,98928,403938,1943903,1979658,52409,214501,270565,265766,262106,279362,276604,268856,250397,228387,230805,245797,257337,230531,198112,143778,104832,72846,70570
111,OK,S6OK04114,,Mike,Workman,D,O,24.58%,,2016,2716499,331832,372364,98928,403938,1943903,1979658,52409,214501,270565,265766,262106,279362,276604,268856,250397,228387,230805,245797,257337,230531,198112,143778,104832,72846,70570
112,OK,S6OK04098,,Robert T.,Murphy,LIB,O,3.00%,,2016,2716499,331832,372364,98928,403938,1943903,1979658,52409,214501,270565,265766,262106,279362,276604,268856,250397,228387,230805,245797,257337,230531,198112,143778,104832,72846,70570
113,OK,S6OK04130,,Sean,Braddy,IND,O,2.79%,,2016,2716499,331832,372364,98928,403938,1943903,1979658,52409,214501,270565,265766,262106,279362,276604,268856,250397,228387,230805,245797,257337,230531,198112,143778,104832,72846,70570
